person_id,age,income,employment_status,education_level
P000002243,64,51600,Employed,Bachelor
P000002244,38,57000,Retired,Bachelor
P000002245,29,31200,Unemployed,Associate
P000002246,45,52300,Employed,Bachelor
P000002247,45,61000,Self-Employed,Bachelor
P000002248,46,44700,Self-Employed,Associate
P000002249,38,55600,Employed,Bachelor
P000002250,53,45700,Employed,Associate
P000002251,61,49000,Unemployed,Bachelor
P000002252,47,49500,Student,Bachelor
P000002253,43,82900,Unemployed,PhD
P000002254,44,57000,Unemployed,Bachelor
P000002255,34,51300,Unemployed,Master
P000002256,36,43100,Employed,Associate
P000002257,37,63700,Student,Master
P000002258,18,34800,Unemployed,PhD
P000002259,38,46300,Self-Employed,Associate
P000002260,25,37700,Student,Bachelor
P000002261,twentyfive,3000,Employed,Bachelor
P000002262,35,89700,Employed,PhD
P000002263,51,62800,Student,Bachelor
P000002264,22,12300,Employed,High School
P000002265,30,35100,Employed,Bachelor
P000002266,41,38200,Employed,High School
P000002267,29,37900,Employed,Bachelor
P000002268,20,13400,Student,High School
P000002269,26,66100,Self-Employed,PhD
P000002270,28,54500,Employed,PhD
P000002271,49,52300,Unemployed,Associate
P000002272,21,18300,Unemployed,Associate
P000002273,33,40800,Employed,Bachelor
P000002274,73,42300,Employed,Bachelor
P000002275,52,68100,Employed,Master
P000002276,66,51800,Retired,Bachelor
P000002277,31,52900,Student,Master
P000002278,61,54300,Self-Employed,Bachelor
P000002279,49,37400,Student,High School
P000002280,26,23400,Self-Employed,High School
P000002281,44,54600,Employed,Bachelor
P000002282,43,37900,Student,Associate
P000002283,67,73200,Retired,PhD
P000002284,28,38100,Unemployed,Bachelor
P000002285,26,67500,Retired,PhD
P000002286,39,37900,Employed,High School
P000002287,44,53400,Employed,Bachelor
P000002288,51,53900,Student,Bachelor
P000002289,29,34600,Employed,Associate
P000002290,30,47700,Self-Employed,Master

P000002292,42,71400,Student,Master
P000002293,57,38700,Employed,Associate
P000002294,25,49300,Employed,Master
P000002295,51,86000,Retired,Master
P000002296,19,30800,Employed,Master
P000002297,66,28700,Retired,High School
P000002298,55,87100,Employed,PhD
P000002299,36,59600,Student,Bachelor
P000002300,48,34000,Employed,High School
P000002301,19,31200,Employed,PhD
P000002302,55,77000,Employed,PhD
P000002303,26,34200,Employed,Bachelor
P000002304,51,52300,Employed,Bachelor
P000002305,25,57100,Employed,PhD
P000002306,54,86200,Self-Employed,Master
P000002307,28,34400,Student,Bachelor
P000002308,59,48200,Unemployed,Bachelor
P000002309,24,34600,Student,PhD
P000002310,36,61900,Employed,Master
P000002311,44,58800,Employed,Master
P000002312,45,66300,Employed,Bachelor
P000002313,23,24900,Student,Master
P000002314,49,63500,Employed,Bachelor
P000002315,37,90000,Employed,PhD
P000002316,28,34800,Self-Employed,Bachelor
P000002317,25,41900,Employed,Bachelor
P000002318,55,54700,Unemployed,Bachelor
P000002319,44,58600,Unemployed,Master
P000002320,24,18900,Employed,Associate
P000002321,22,31700,Employed,Master
P000002322,30,28800,Employed,Associate
P000002323,18,32600,Unemployed,PhD
P000002324,23,24300,Student,Bachelor
P000002325,41,34000,Self-Employed,High School
P000002326,34,31000,Unemployed,Associate
P000002327,27,38900,Self-Employed,Bachelor
P000002328,42,38200,Unemployed,High School
P000002329,34,21700,Employed,High School
P000002330,50,38600,Student,High School
P000002331,23,31200,Student,PhD
P000002332,26,46400,Self-Employed,Master
P000002333,53,56600,Retired,Bachelor
P000002334,25,55400,Employed,Master
P000002335,21,27400,Student,Master
P000002336,41,72800,Employed,PhD
P000002337,47,96100,Unemployed,PhD
P000002338,44,37400,Employed,Associate
P000002339,22,15500,Employed,Associate
P000002340,52,64600,Employed,Bachelor
P000002341,30,68400,Employed,PhD
P000002342,67,43500,Self-Employed,Bachelor
P000002343,21,19000,Student,Associate
P000002344,46,71100,Employed,Master
P000002345,27,35000,Student,Bachelor
P000002346,62,34100,Employed,High School
P000002347,50,65500,Employed,Master
P000002348,27,67900,Unemployed,PhD
P000002349,27,25800,Self-Employed,High School
P000002350,53,61500,Employed,Bachelor
P000002351,38,57500,Employed,Bachelor
P000002352,38,58600,Employed,Bachelor
P000002353,53,42100,Employed,High School
P000002354,63,42800,Retired,Bachelor
P000002355,47,49100,Employed,Associate
P000002356,44,67500,Unemployed,Master
P000002357,58,71500,Employed,Master
P000002358,34,47100,Employed,Master
P000002359,55,64300,Employed,Master
P000002360,28,43600,Unemployed,Master
P000002361,54,82200,Retired,Master
P000002362,56,34900,Employed,High School
P000002363,52,66400,Employed,Master
P000002364,48,57900,Employed,Bachelor
P000002365,43,35400,Employed,Associate
P000002366,47,59900,Retired,Bachelor
P000002367,46,50500,Retired,Bachelor
P000002368,62,69200,Retired,Master
P000002369,49,62200,Self-Employed,Bachelor
P000002370,54,64200,Self-Employed,Bachelor
P000002371,53,80900,Employed,PhD
P000002372,20,19400,Employed,Bachelor
P000002373,41,51200,Retired,Bachelor
P000002374,twentyfive,3000,Employed,Bachelor
P000002375,45,92100,Employed,PhD
P000002376,48,56500,Self-Employed,Bachelor
P000002377,30,26300,Employed,High School
P000002378,67,69500,Self-Employed,Master
P000002379,33,38600,Retired,Bachelor
P000002380,20,25800,Student,Master
P000002381,21,15800,Employed,High School
P000002382,27,23000,Employed,High School
P000002383,49,36700,Employed,High School
P000002384,38,64400,Unemployed,Master
P000002385,29,38900,Employed,Bachelor
P000002386,40,33900,Unemployed,High School
P000002387,61,58100,Retired,Master
P000002388,19,18500,Unemployed,Associate
P000002389,46,33000,Employed,High School
P000002390,54,84400,Employed,Master
P000002391,23,19400,Unemployed,Bachelor
P000002392,37,95400,Employed,PhD
P000002393,37,64500,Employed,Master
P000002394,35,63500,Unemployed,Master
P000002395,49,63200,Employed,Bachelor
P000002396,27,39400,Employed,Bachelor
P000002397,32,34700,Employed,Bachelor
P000002398,47,50500,Retired,Bachelor
P000002399,43,59000,Self-Employed,Bachelor
P000002400,27,38700,Unemployed,Bachelor
P000002401,39,57100,Employed,Bachelor
P000002402,23,13000,Student,High School
P000002403,42,32500,Employed,High School
P000002404,41,47200,Self-Employed,Associate
P000002405,33,42600,Retired,Master
P000002406,21,30300,Unemployed,Master
P000002407,51,59400,Student,Bachelor
P000002408,30,43300,Employed,Bachelor
P000002409,38,55000,Employed,Bachelor
P000002410,56,50000,Retired,Bachelor
P000002411,54,67800,Student,Master
P000002412,60,45300,Employed,Bachelor
P000002413,27,29600,Employed,Associate
P000002414,56,69600,Employed,Master
P000002415,35,90100,Employed,PhD
P000002416,31,34100,Unemployed,Bachelor
P000002417,48,60900,Student,Bachelor
P000002418,23,20900,Unemployed,Bachelor
P000002419,44,38100,Self-Employed,Associate
P000002420,47,54300,Employed,Bachelor
P000002421,28,35000,Employed,Bachelor
P000002422,35,58700,Employed,Bachelor
P000002423,32,33700,Unemployed,Bachelor
P000002424,26,44700,Unemployed,Master
P000002425,50,69000,Retired,Master
P000002426,48,66500,Retired,Bachelor
P000002427,37,55200,Student,Bachelor
P000002428,33,31500,Employed,Associate
P000002429,25,43100,Employed,Bachelor
P000002430,54,38100,Employed,High School
P000002431,41,34200,Self-Employed,High School
P000002432,22,21700,Student,Bachelor
P000002433,45,96200,Retired,PhD
P000002434,31,28000,Unemployed,High School
P000002435,32,37400,Self-Employed,Bachelor
P000002436,29,33900,Employed,Bachelor
P000002437,53,40300,Employed,High School
P000002438,23,24000,Student,Bachelor
P000002439,35,45800,Employed,Associate
P000002440,32,40200,Employed,Bachelor
P000002441,34,26700,Self-Employed,High School
P000002442,51,86300,Retired,PhD
P000002443,21,22500,Employed,Bachelor
P000002444,57,33300,Student,Associate
P000002445,43,68600,Self-Employed,Master
P000002446,60,68000,Employed,PhD
P000002447,48,82000,Self-Employed,Master
P000002448,48,59700,Employed,Bachelor
P000002449,34,50000,Employed,Master
P000002450,31,63900,Self-Employed,PhD
P000002451,37,45000,Employed,Bachelor
P000002452,35,75700,Unemployed,Master
P000002453,26,55900,Employed,Master
P000002454,36,54300,Employed,Bachelor
P000002455,29,32300,Student,Bachelor
P000002456,52,53900,Retired,Bachelor
P000002457,53,60200,Student,Bachelor
P000002458,42,59000,Retired,Bachelor
P000002459,57,51700,Self-Employed,Bachelor
P000002460,59,51500,Retired,Bachelor
P000002461,36,33200,Retired,High School
P000002462,27,39300,Unemployed,Bachelor
P000002463,56,46600,Employed,Bachelor
P000002464,56,37500,Employed,Associate
P000002465,47,61200,Self-Employed,Bachelor
P000002466,48,53800,Unemployed,Bachelor
P000002467,25,N/A,Employed,Bachelor
P000002468,21,19200,Student,Bachelor
P000002469,37,47600,Self-Employed,Associate
P000002470,43,36800,Self-Employed,High School
P000002471,37,49500,Unemployed,Bachelor
P000002472,35,39700,Unemployed,Associate
P000002473,58,41500,Employed,Associate
P000002474,47,66100,Employed,Master
P000002475,40,46700,Unemployed,Bachelor
P000002476,58,45900,Employed,Bachelor
P000002477,23,29700,Unemployed,Master
P000002478,25,35500,Self-Employed,Bachelor
P000002479,35,76400,Student,Master
P000002480,33,42200,Employed,Bachelor
P000002481,42,33700,Employed,High School
P000002482,46,59400,Employed,Bachelor
P000002483,48,35400,Unemployed,High School
P000002484,41,58200,Employed,Bachelor
P000002485,37,69800,Retired,Master
P000002486,22,16100,Student,High School
P000002487,38,80400,Self-Employed,PhD
P000002488,54,70300,Self-Employed,Master
P000002489,35,64600,Student,Master
P000002490,45,77200,Employed,Master
P000002491,46,64600,Unemployed,Bachelor
P000002492,22,14800,Student,High School
P000002493,49,60800,Employed,Bachelor
P000002494,27,47100,Retired,Master
P000002495,25,46300,Retired,Master
P000002496,50,103200,Self-Employed,PhD
P000002497,36,58600,Self-Employed,Bachelor
P000002498,29,53800,Employed,PhD
P000002499,24,23000,Employed,Bachelor
P000002500,43,53400,Employed,Bachelor
P000002501,21,31700,Student,Master
P000002502,22,39400,Student,PhD
P000002503,26,55700,Employed,PhD
P000002504,34,54400,Unemployed,Master
P000002505,46,59400,Employed,Bachelor
P000002506,27,37900,Employed,Bachelor
P000002507,31,21400,Employed,High School
P000002508,47,80100,Unemployed,Master
P000002509,54,37200,Retired,High School
P000002510,35,93400,Employed,PhD
P000002511,55,59300,Employed,Master
P000002512,19,38200,Student,PhD
P000002513,38,47400,Unemployed,Bachelor
P000002514,39,49700,Self-Employed,Bachelor
P000002515,46,67900,Retired,Master
P000002516,49,64000,Student,Bachelor
P000002517,69,45100,Retired,Bachelor
P000002518,30,33900,Employed,Bachelor
P000002519,71,27400,Retired,High School
P000002520,52,49900,Employed,Bachelor
P000002521,55,68400,Student,Master
P000002522,57,31100,Employed,High School
P000002523,18,23300,Student,Bachelor
P000002524,33,42600,Employed,Bachelor
P000002525,38,86100,Student,PhD
P000002526,38,51300,Student,Bachelor
P000002527,59,71300,Employed,Master
P000002528,56,54300,Retired,Master
P000002529,37,54600,Employed,Bachelor
P000002530,33,43300,Employed,Bachelor
P000002531,55,31200,Student,High School
P000002532,22,19300,Employed,Associate
P000002533,49,43000,Employed,Associate
P000002534,51,59500,Retired,Bachelor
P000002535,34,35200,Employed,Bachelor
P000002536,32,36900,Employed,Bachelor
P000002537,52,63400,Student,Bachelor
P000002538,18,28000,Student,Master
P000002539,24,24200,Student,Bachelor
P000002540,40,50600,Unemployed,Bachelor
P000002541,41,37000,Employed,High School
P000002542,20,19900,Student,Associate
P000002543,42,83200,Retired,PhD
P000002544,61,35200,Retired,Associate
P000002545,32,42500,Unemployed,Bachelor
P000002546,52,42200,Employed,Associate
P000002547,22,33000,Student,PhD
P000002548,59,36700,Employed,Associate
P000002549,70,64600,Retired,Master
P000002550,35,45900,Retired,Associate
P000002551,38,56300,Student,Bachelor
P000002552,59,36500,Employed,Associate
P000002553,51,65800,Employed,Master
P000002554,28,56600,Self-Employed,Master
P000002555,24,21800,Student,Bachelor
P000002556,24,27400,Unemployed,Master
P000002557,25,54000,Employed,PhD
P000002558,35,60200,Student,Master
P000002559,23,13800,Student,High School
P000002560,59,30900,Employed,High School
P000002561,37,35700,Student,High School
P000002562,51,80600,Employed,PhD
P000002563,20,30700,Employed,PhD
P000002564,50,42400,Unemployed,Associate
P000002565,33,28100,Employed,Associate
P000002566,32,54600,Employed,PhD
P000002567,23,19300,Student,Bachelor
P000002568,29,21200,Student,High School
P000002569,44,65400,Employed,Master
P000002570,42,57300,Employed,Bachelor
P000002571,52,56500,Employed,Bachelor
P000002572,66,53000,Retired,Bachelor
P000002573,21,22000,Student,Bachelor
P000002574,62,66700,Retired,PhD

P000002576,40,48300,Employed,Bachelor
P000002577,twentyfive,3000,Employed,Bachelor
P000002578,39,70400,Retired,Master
P000002579,49,79100,Employed,Master
P000002580,25
P000002581,63,37500,Self-Employed,Associate
P000002582,23,15800,Student,Associate
P000002583,27,21900,Student,High School
P000002584,37,35100,Student,High School
P000002585,42,48900,Unemployed,Bachelor
P000002586,42,57900,Unemployed,Master
P000002587,41,71800,Retired,Master
P000002588,39,36000,Employed,Associate
P000002589,35,77300,Student,PhD
P000002590,47,94900,Retired,PhD
P000002591,40,68600,Employed,Master
P000002592,33,35200,Employed,Bachelor
P000002593,19,19100,Employed,Bachelor
P000002594,40,56900,Employed,Bachelor
P000002595,34,35500,Retired,Bachelor
P000002596,57,34500,Employed,Associate
P000002597,43,73300,Student,Master
P000002598,34,30400,Unemployed,Associate
P000002599,32,48200,Employed,Master
P000002600,25,N/A,Employed,Bachelor
P000002601,36,81500,Employed,PhD
P000002602,38,65500,Employed,Master
P000002603,36,36800,Employed,High School
P000002604,46,60400,Employed,Bachelor
P000002605,34,55900,Employed,Master
P000002606,37,47400,Student,Bachelor
P000002607,50,59700,Student,Bachelor
P000002608,26,32300,Retired,Associate
P000002609,37,55000,Employed,Bachelor
P000002610,23,12800,Employed,High School
P000002611,37,67400,Employed,Master
P000002612,29,66600,Employed,PhD
P000002613,48,60000,Employed,Bachelor
P000002614,25
P000002615,25,N/A,Employed,Bachelor
P000002616,52,85500,Employed,Master
P000002617,46,84600,Student,Master
P000002618,-5,3000,Employed,Bachelor
P000002619,41,50500,Employed,Bachelor
P000002620,60,59300,Self-Employed,Master
P000002621,37,74400,Student,PhD
P000002622,56,54400,Unemployed,Bachelor
P000002623,44,36300,Student,Associate
P000002624,19,21400,Employed,Bachelor
P000002625,29,56600,Employed,Master
P000002626,49,66700,Unemployed,Bachelor
P000002627,18,26100,Unemployed,Master
P000002628,49,42700,Unemployed,Associate
P000002629,42,87100,Unemployed,PhD
P000002630,41,46500,Student,Associate
P000002631,42,78500,Employed,PhD
P000002632,50,60800,Employed,Bachelor
P000002633,31,34200,Employed,Associate
P000002634,47,60600,Retired,Bachelor
P000002635,55,50600,Employed,Bachelor
P000002636,46,34500,Employed,High School
P000002637,45,79300,Unemployed,PhD
P000002638,39,38200,Employed,High School
P000002639,34,33100,Employed,Bachelor
P000002640,47,32900,Employed,High School
P000002641,24,29100,Employed,Master
P000002642,44,33400,Employed,High School
P000002643,38,37000,Unemployed,Associate
P000002644,33,52900,Self-Employed,Master
P000002645,22,16000,Student,High School
P000002646,22,23800,Unemployed,Bachelor
P000002647,38,77600,Employed,Master
P000002648,42,45200,Employed,Bachelor
P000002649,32,56500,Retired,Master
P000002650,22,20600,Employed,Bachelor
P000002651,34,42300,Student,Master
P000002652,19,16800,Unemployed,Associate
P000002653,29,61700,Employed,PhD
P000002654,32,28000,Student,Associate
P000002655,57,30300,Employed,High School
P000002656,36,73500,Student,Master
P000002657,25,32800,Unemployed,Bachelor

P000002659,43,50200,Employed,Bachelor
P000002660,52,73200,Unemployed,Master
P000002661,41,58800,Employed,Bachelor
P000002662,41,52800,Employed,Bachelor
P000002663,28,35400,Retired,Bachelor
P000002664,43,78300,Unemployed,PhD
P000002665,25,35500,Student,Bachelor
P000002666,71,61500,Retired,Master
P000002667,47,51300,Unemployed,Bachelor
P000002668,37,75500,Self-Employed,Master
P000002669,35,58200,Employed,Bachelor
P000002670,49,83500,Employed,Master
P000002671,34,51100,Employed,Master
P000002672,33,50300,Employed,Master
P000002673,62,43600,Employed,Associate
P000002674,27,44300,Retired,Master
P000002675,38,50900,Unemployed,Bachelor
P000002676,26,40700,Self-Employed,Bachelor
P000002677,49,66000,Self-Employed,Bachelor
P000002678,29,24900,Unemployed,High School
P000002679,39,58500,Student,Master
P000002680,56,46600,Student,Bachelor
P000002681,43,84100,Unemployed,PhD
P000002682,46,81400,Self-Employed,Master
P000002683,28,26300,Employed,Associate
P000002684,26,51000,Employed,Master
P000002685,26,38600,Employed,Bachelor
P000002686,54,50900,Employed,Associate
P000002687,21,15900,Unemployed,Associate
P000002688,45,71300,Student,Master
P000002689,72,43800,Self-Employed,Bachelor
P000002690,30,37000,Unemployed,Bachelor
P000002691,49,40600,Student,Associate
P000002692,33,44400,Employed,Master
P000002693,41,44700,Employed,Bachelor
P000002694,39,52700,Unemployed,Bachelor
P000002695,18,31100,Unemployed,Master
P000002696,46,100900,Student,PhD
P000002697,47,64700,Self-Employed,Bachelor
P000002698,30,21600,Student,High School
P000002699,39,70400,Employed,Master
P000002700,25,44600,Retired,Master
P000002701,40,56700,Employed,Bachelor
P000002702,38,47300,Student,Bachelor

P000002704,44,45000,Employed,Bachelor
P000002705,35,45700,Self-Employed,Bachelor
P000002706,59,71100,Student,PhD
P000002707,41,50800,Self-Employed,Bachelor
P000002708,38,86200,Student,PhD
P000002709,48,53300,Self-Employed,Associate
P000002710,67,35600,Retired,Associate
P000002711,37,89500,Employed,PhD
P000002712,34,53100,Employed,Master
P000002713,34,26700,Employed,Associate
P000002714,40,67700,Employed,Master
P000002715,32,26500,Self-Employed,High School
P000002716,twentyfive,3000,Employed,Bachelor
P000002717,50,58800,Retired,Bachelor
P000002718,32,34800,Retired,Bachelor
P000002719,38,59700,Self-Employed,Master
P000002720,42,61000,Student,Master
P000002721,30,32900,Employed,Bachelor
P000002722,39,82400,Employed,PhD
P000002723,45,34000,Self-Employed,High School
P000002724,35,55900,Retired,Bachelor
P000002725,-5,3000,Employed,Bachelor
P000002726,45,50000,Employed,Bachelor
P000002727,57,84300,Employed,PhD
P000002728,20,19900,Employed,Associate
P000002729,43,58500,Employed,Master
P000002730,32,49200,Employed,Master
P000002731,41,35200,Employed,High School
P000002732,19,19500,Student,Bachelor
P000002733,41,58600,Self-Employed,Bachelor
P000002734,-5,3000,Employed,Bachelor
P000002735,39,58200,Student,Bachelor
P000002736,43,46700,Employed,Bachelor
P000002737,28,64400,Employed,PhD
P000002738,33,39800,Employed,Bachelor
P000002739,44,57500,Retired,Bachelor
P000002740,48,42500,Self-Employed,High School
P000002741,26,46500,Unemployed,Master
P000002742,57,33600,Employed,High School
P000002743,33,53300,Self-Employed,Master
P000002744,39,50100,Employed,Bachelor
P000002745,29,68200,Employed,PhD
P000002746,30,45900,Employed,Master
P000002747,45,85100,Employed,PhD
P000002748,44,35500,Employed,Associate
P000002749,49,79400,Employed,PhD
P000002750,34,26500,Employed,High School
P000002751,42,69900,Employed,Master
P000002752,21,19300,Student,Bachelor
P000002753,36,53000,Student,Bachelor
P000002754,53,42600,Employed,High School
P000002755,29,25000,Retired,High School
P000002756,42,32100,Employed,High School
P000002757,28,35400,Employed,Bachelor
P000002758,21,23100,Student,Bachelor
P000002759,36,58500,Employed,Bachelor
P000002760,25,N/A,Employed,Bachelor
P000002761,52,86300,Student,Master
P000002762,52,40100,Employed,Associate
P000002763,39,45600,Employed,Bachelor
P000002764,24,22000,Student,Bachelor
P000002765,31,25500,Employed,High School
P000002766,60,39500,Retired,Associate
P000002767,61,82300,Employed,PhD
P000002768,35,64400,Student,Master
P000002769,35,71800,Employed,PhD
P000002770,56,53100,Employed,Master
P000002771,22,23800,Student,Bachelor
P000002772,36,74400,Employed,Master
P000002773,38,69100,Retired,Master
P000002774,44,37200,Unemployed,High School
P000002775,36,32500,Employed,High School
P000002776,48,46500,Employed,Associate
P000002777,43,58900,Employed,Bachelor
P000002778,29,50400,Employed,Master
P000002779,37,62700,Student,Master
P000002780,51,42700,Student,High School
P000002781,35,58300,Employed,Master
P000002782,65,54500,Retired,Master
P000002783,49,71200,Retired,Master
P000002784,44,50100,Unemployed,Bachelor
P000002785,44,84800,Self-Employed,PhD
P000002786,26,26400,Student,Associate
P000002787,68,50600,Self-Employed,Bachelor
P000002788,37,38900,Employed,Associate
P000002789,32,29700,Employed,Associate
P000002790,20,15500,Employed,Associate
P000002791,26,62700,Retired,PhD
P000002792,26,24900,Retired,High School
P000002793,53,84300,Retired,Master
P000002794,51,54000,Self-Employed,Bachelor
P000002795,31,21700,Employed,High School
P000002796,40,59000,Student,Bachelor
P000002797,71,44400,Employed,Bachelor
P000002798,76,50300,Retired,Bachelor
P000002799,38,30700,Student,High School
P000002800,38,76100,Retired,PhD
P000002801,38,64000,Employed,Master
P000002802,46,73400,Retired,Master
P000002803,31,33800,Employed,Bachelor
P000002804,64,51000,Retired,Bachelor
P000002805,39,55900,Self-Employed,Bachelor
P000002806,30,34700,Student,Bachelor
P000002807,25,51400,Employed,Master
P000002808,29,33400,Unemployed,Bachelor
P000002809,42,72400,Employed,Master
P000002810,49,64000,Retired,Bachelor
P000002811,45,32700,Retired,High School
P000002812,47,84300,Unemployed,Master
P000002813,54,66600,Employed,Bachelor
P000002814,twentyfive,3000,Employed,Bachelor
P000002815,26,21100,Retired,High School
P000002816,21,13400,Student,High School
P000002817,36,57200,Self-Employed,Bachelor
P000002818,49,77500,Self-Employed,Master
P000002819,34,55100,Retired,PhD
P000002820,77,39400,Employed,Associate
P000002821,45,55400,Employed,Bachelor
P000002822,44,46600,Employed,Bachelor
P000002823,45,82800,Employed,Master
P000002824,27,33800,Unemployed,Bachelor
P000002825,48,69600,Unemployed,Master
P000002826,27,34700,Employed,Associate
P000002827,42,74600,Employed,PhD
P000002828,40,39100,Self-Employed,Associate
P000002829,38,37300,Employed,High School
P000002830,36,37400,Employed,Associate
P000002831,56,52200,Unemployed,Bachelor
P000002832,67,30000,Self-Employed,High School
P000002833,37,52100,Employed,Bachelor
P000002834,49,77700,Retired,Master
P000002835,38,58500,Unemployed,Bachelor
P000002836,41,45800,Retired,Associate
P000002837,29,46600,Employed,Master
P000002838,39,49800,Self-Employed,Bachelor
P000002839,27,39300,Employed,Bachelor
P000002840,36,46400,Employed,Associate
P000002841,48,57700,Employed,Bachelor
P000002842,46,50900,Student,Bachelor
P000002843,45,62300,Unemployed,Bachelor
P000002844,38,82200,Employed,PhD
P000002845,50,65500,Unemployed,Bachelor
P000002846,46,67500,Self-Employed,Master
P000002847,37,40000,Employed,Associate
P000002848,26,41000,Employed,Bachelor
P000002849,19,30300,Student,PhD
P000002850,29,44700,Employed,Master
P000002851,34,34900,Employed,Bachelor
P000002852,28,66200,Self-Employed,PhD

P000002854,twentyfive,3000,Employed,Bachelor
P000002855,24,13300,Employed,High School
